Factor,num Df,den Df,MSE,F,ges,p,p<.05
drug,1,69,1.7575718656783796,28.873009105180984,0.29500481664104233,9.882525197713228e-7,****
diet,1,69,1.7575718656783796,90.18059360058045,0.566530074808388,3.757085819996065e-14,****
sex,1,69,1.7575718656783796,0.2108429981598726,0.0030463867947032276,0.6475507897432565,ns
drug:diet,1,69,1.7575718656783796,21.03779060241898,0.23365511816383655,1.9547733496649443e-5,****
drug:sex,1,69,1.7575718656783796,1.6466660142895715,0.023308474513949507,0.20370660596071302,ns
diet:sex,1,69,1.7575718656783796,0.0700765906679704,0.0010145723608107075,0.7920144692288271,ns
drug:diet:sex,1,69,1.7575718656783796,3.8507432513828674,0.052857981669387724,0.05375797212477017,ns
