Factor,num Df,den Df,MSE,F,ges,p,p<.05
drug,1,69,0.22654593027502573,2.3101607744754196,0.03239595521010679,0.13310010126160993,ns
diet,1,69,0.22654593027502573,2.204532156043375,0.030960559521859995,0.14216000145724494,ns
sex,1,69,0.22654593027502573,0.7855953631640433,0.011257271061109492,0.3785140918865769,ns
drug:diet,1,69,0.22654593027502573,5.110982218493525,0.06896389800131593,0.026932031023173986,*
drug:sex,1,69,0.22654593027502573,2.763306553068535,0.0385058421329163,0.10098545451028022,ns
diet:sex,1,69,0.22654593027502573,5.97322980012588,0.07967150162865,0.017084968248801874,*
drug:diet:sex,1,69,0.22654593027502573,0.8491489454346702,0.012156897517792455,0.36000401304683616,ns
