Factor,num Df,den Df,MSE,F,ges,p,p<.05
drug,1,69,1.2781603631598537,24.243709349594205,0.2600036991095927,5.570557176092075e-6,****
diet,1,69,1.2781603631598537,67.7013468722667,0.4952500353601243,7.649464670653981e-12,****
sex,1,69,1.2781603631598537,0.12560280928342604,0.0018170229868369099,0.7241163200480449,ns
drug:diet,1,69,1.2781603631598537,21.12287429600459,0.23437861321008743,1.8894699127598616e-5,****
drug:sex,1,69,1.2781603631598537,1.1283673170323998,0.016090026906392104,0.29182762228055875,ns
diet:sex,1,69,1.2781603631598537,0.3975031279501772,0.005727916856277801,0.5304642283061569,ns
drug:diet:sex,1,69,1.2781603631598537,2.8815455691296945,0.040087418075317585,0.09410636275610149,ns
