Factor,num Df,den Df,MSE,F,ges,p,p<.05
drug,1,69,43.53344792768451,7.055464595056308,0.09276735909276033,0.009807760255525192,**
diet,1,69,43.53344792768451,11.025008070444903,0.13776953400291744,0.0014390068847274509,**
sex,1,69,43.53344792768451,0.038579978817841414,5.588176759962094e-4,0.8448604778414792,ns
drug:diet,1,69,43.53344792768451,7.005084468876307,0.09216599807536367,0.010060871848704061,*
drug:sex,1,69,43.53344792768451,0.15575592560846768,0.0022522481827256125,0.6943116586608511,ns
diet:sex,1,69,43.53344792768451,0.041045855200870715,5.945138097553708e-4,0.8400456432191733,ns
drug:diet:sex,1,69,43.53344792768451,0.1750286363272361,0.002530228606733382,0.6769801141330577,ns
