contrast,sex,estimate,SE,df,t.ratio,p.value,p.adj,p<.05
PLX CON - VEH CON,F,-0.049436315791265034,0.3709047361013448,69,-0.13328574962644105,0.8943553629301444,1,ns
PLX CON - PLX EtOH,F,-0.7233199935333013,0.3709047361013446,69,-1.9501503300719896,0.05522202461121153,0.4417761968896922,ns
VEH CON - VEH EtOH,F,-1.900940672259598,0.3610121603669435,69,-5.265586262599646,1.5036745557424036e-6,1.202939644593923e-5,****
PLX EtOH - VEH EtOH,F,-1.2270569945175613,0.36101216036694345,69,-3.3989353524001635,0.0011275274577647646,0.009020219662118117,**
PLX CON - VEH CON,M,0.021059607667378882,0.3610121603669436,69,0.05833489832024845,0.9536504835146477,1,ns
PLX CON - PLX EtOH,M,-0.07747261378191336,0.37090473610134467,69,-0.20887469541705994,0.8351614656586016,1,ns
VEH CON - VEH EtOH,M,-2.21750777742044,0.3709047361013448,69,-5.978645084797557,8.894030722421632e-8,7.115224577937306e-7,****
PLX EtOH - VEH EtOH,M,-2.1189755559711476,0.3805402299258367,69,-5.568335196476109,4.5905607952749543e-7,3.6724486362199635e-6,****
