Factor,num Df,den Df,MSE,F,ges,p,p<.05
drug,1,69,0.7347385553959083,11.314034506837947,0.14087244622077438,0.001258699145980869,**
diet,1,69,0.7347385553959083,64.387861615521075,0.48271155137874155,1.8052945508444402e-11,****
sex,1,69,0.7347385553959083,0.12489944743996136,0.0018068662441227898,0.7248577291966558,ns
drug:diet,1,69,0.7347385553959083,14.2092051606888,0.17076482263289025,3.413742259723427e-4,***
drug:sex,1,69,0.7347385553959083,0.5734137545810619,0.008241851644706817,0.4514837555679344,ns
diet:sex,1,69,0.7347385553959083,0.3778851929922846,0.005446767250703888,0.5407591518357252,ns
drug:diet:sex,1,69,0.7347385553959083,1.2771909820619847,0.01817362026305211,0.26233523275334913,ns
