Factor,num Df,den Df,MSE,F,ges,p,p<.05
drug,1,69,0.9462828214654441,28.10520410988138,0.28943046222402624,1.3081867968794025e-6,****
diet,1,69,0.9462828214654441,70.22434400236158,0.5043970183919158,4.0351041804463365e-12,****
sex,1,69,0.9462828214654441,0.2080862118323548,0.003006674844257993,0.6497041323387005,ns
drug:diet,1,69,0.9462828214654441,24.280286459356642,0.2602938668068505,5.49290747961835e-6,****
drug:sex,1,69,0.9462828214654441,2.4347347204135614,0.03408334516734475,0.12324915605643627,ns
diet:sex,1,69,0.9462828214654441,0.08939635391391386,0.0012939229264064855,0.7658446593702907,ns
drug:diet:sex,1,69,0.9462828214654441,3.478351163315292,0.04799158793606565,0.06642935253114947,ns
