contrast,sex,estimate,SE,df,t.ratio,p.value,p.adj,p<.05
PLX CON - VEH CON,F,0.006453140883815711,0.3938419388610142,69,0.016385103380503637,0.9869744503746799,1,ns
PLX CON - PLX EtOH,F,-1.1736383068734157,0.3938419388610141,69,-2.9799729055457194,0.003977990265979239,0.031823922127833915,*
VEH CON - VEH EtOH,F,-2.2062758578212587,0.3833375941375717,69,-5.755438265283924,2.1812995529601748e-7,1.7450396423681398e-6,****
PLX EtOH - VEH EtOH,F,-1.0261844100640274,0.38333759413757157,69,-2.676973053928418,0.009274717169815263,0.0741977373585221,ns
PLX CON - VEH CON,M,0.1523426436911775,0.3833375941375718,69,0.39741117495641437,0.6922910135143043,1,ns
PLX CON - PLX EtOH,M,-0.4909782447574116,0.39384193886101415,69,-1.2466377912350177,0.2167458332238023,1,ns
VEH CON - VEH EtOH,M,-2.4079241210481475,0.3938419388610142,69,-6.113935270610928,5.140342745604269e-8,4.1122741964834154e-7,****
PLX EtOH - VEH EtOH,M,-1.764603232599558,0.40407330341464537,69,-4.3670374105086225,4.3334260587902475e-5,3.466740847032198e-4,***
