Factor,num Df,den Df,MSE,F,ges,p,p<.05
diet,1,18,67.51045240740754,1.5819060071191946,0.04687158481870082,0.22455931935573095,ns
drug,1,18,67.51045240740754,3.285451578660741,0.09266975300083836,0.08661026189693972,ns
diet:drug,1,18,67.51045240740754,1.6860401147359936,0.04980339222876345,0.2105141535843707,ns
day,4.076778244982166,73.38200840967899,13.034258406503895,58.54420306092317,0.5888998683436951,2.799393347546941e-22,****
diet:day,4.076778244982166,73.38200840967899,13.034258406503895,2.904828394634903,0.06636049882588183,0.02657801163513158,*
drug:day,4.076778244982166,73.38200840967899,13.034258406503895,29.639064321593096,0.42036639393954384,8.20306267536494e-15,****
diet:drug:day,4.076778244982166,73.38200840967899,13.034258406503895,0.897903406682124,0.021498156028851172,0.47125658111708424,ns
