Factor,num Df,den Df,MSE,F,ges,p,p<.05
diet,1,18,89.9425925925926,0.0802026732352664,0.004435938837897714,0.7802542605687159,ns
drug,1,18,89.9425925925926,0.007428981074723012,4.1255090232651486e-4,0.9322656953782085,ns
diet:drug,1,18,89.9425925925926,0.23855283673274866,0.013079592381490887,0.6311503391871347,ns
