Factor,num Df,den Df,MSE,F,ges,p,p<.05
sex,1,18,3697.011894259259,3.084468356149638,0.1462910187749648,0.09604293335776215,ns
drug,1,18,3697.011894259259,0.005402125266257446,3.000280265152679e-4,0.9422195310574767,ns
sex:drug,1,18,3697.011894259259,0.0021429001720392944,1.1903583834004647e-4,0.9635876624497963,ns
