Factor,num Df,den Df,MSE,F,ges,p,p<.05
diet,1,35,218.89396825396838,0.22613825632175136,0.006419615306005567,0.6373568017608203,ns
drug,1,35,218.89396825396838,0.03253594413190438,9.287350531457684e-4,0.8578968060883478,ns
diet:drug,1,35,218.89396825396838,0.20440738454534085,0.005806300964324009,0.6539762953958033,ns
