Factor,num Df,den Df,MSE,F,ges,p,p<.05
diet,1,18,65.9716041245791,1.2676316543670343,0.03916726786793598,0.2749995799029864,ns
drug,1,18,65.9716041245791,20.7042704111625,0.39968703852349446,2.479907581707586e-4,***
diet:drug,1,18,65.9716041245791,2.8060183992256187,0.08276619326630598,0.11119604455369149,ns
day,3.650987928991981,65.71778272185566,13.147519285829885,39.67803994128914,0.4814323177061372,3.4841277388370164e-16,****
diet:day,3.650987928991981,65.71778272185566,13.147519285829885,4.343516502415668,0.09225403791535007,0.004555645119899791,**
drug:day,3.650987928991981,65.71778272185566,13.147519285829885,74.21148771867415,0.6345568551069978,7.949399884827168e-23,****
diet:drug:day,3.650987928991981,65.71778272185566,13.147519285829885,2.8954009557385585,0.06344830849908764,0.032517046574662686,*
