Factor,num Df,den Df,MSE,F,ges,p,p<.05
diet,1,18,178.9925925925919,0.14749213706339356,0.008127411542565934,0.7054425950311393,ns
drug,1,18,178.9925925925919,0.13868865780801543,0.007646013470125649,0.7139367293428731,ns
diet:drug,1,18,178.9925925925919,0.5375539871484388,0.02899810770725791,0.4728896010565814,ns
