Name,Stain,Study,RatID,Sex,Drug,Diet,BrainRegion,SlideSlice,Magnification,num,Area,Density
Iba1_MGD56_38_M_VEH_CON_Rhinal_2-7_20X,Iba1,MGD56,38,M,VEH,CON,Rhinal,2-7,20X,31,232037.39331629,1.3359915639865822e-4
Iba1_MGD56_39_F_PLX_CON_DGML_1-10_20X,Iba1,MGD56,39,F,PLX,CON,DGML,1-10,20X,2,232037.39331629,8.61930041281666e-6
Iba1_MGD56_39_F_PLX_CON_DGML_1-9_20X,Iba1,MGD56,39,F,PLX,CON,DGML,1-9,20X,2,232037.39331629,8.61930041281666e-6
Iba1_MGD56_39_F_PLX_CON_Rhinal_1-9_20X,Iba1,MGD56,39,F,PLX,CON,Rhinal,1-9,20X,1,232037.39331629,4.30965020640833e-6
Iba1_MGD56_41_F_PLX_CON_DGML_1-5_20X,Iba1,MGD56,41,F,PLX,CON,DGML,1-5,20X,1,232037.39331629,4.30965020640833e-6
Iba1_MGD56_41_F_PLX_CON_DGML_1-6_20X,Iba1,MGD56,41,F,PLX,CON,DGML,1-6,20X,3,232037.39331629,1.292895061922499e-5
Iba1_MGD56_41_F_PLX_CON_DGML_1-7_20X,Iba1,MGD56,41,F,PLX,CON,DGML,1-7,20X,1,232037.39331629,4.30965020640833e-6
Iba1_MGD56_41_F_PLX_CON_DGML_1-9_20X,Iba1,MGD56,41,F,PLX,CON,DGML,1-9,20X,3,232037.39331629,1.292895061922499e-5
Iba1_MGD56_41_F_PLX_CON_Rhinal_1-10_20X,Iba1,MGD56,41,F,PLX,CON,Rhinal,1-10,20X,1,232037.39331629,4.30965020640833e-6
Iba1_MGD56_41_F_PLX_CON_Rhinal_1-8_20X,Iba1,MGD56,41,F,PLX,CON,Rhinal,1-8,20X,2,232037.39331629,8.61930041281666e-6
Iba1_MGD56_42_F_PLX_CON_DGML_1-11_20X,Iba1,MGD56,42,F,PLX,CON,DGML,1-11,20X,1,232037.39331629,4.30965020640833e-6
Iba1_MGD56_42_F_PLX_CON_DGML_1-12_20X,Iba1,MGD56,42,F,PLX,CON,DGML,1-12,20X,1,232037.39331629,4.30965020640833e-6
Iba1_MGD56_42_F_PLX_CON_DGML_1-9_20X,Iba1,MGD56,42,F,PLX,CON,DGML,1-9,20X,3,232037.39331629,1.292895061922499e-5
Iba1_MGD56_42_F_PLX_CON_Rhinal_1-11_20X,Iba1,MGD56,42,F,PLX,CON,Rhinal,1-11,20X,3,232037.39331629,1.292895061922499e-5
Iba1_MGD56_43_M_VEH_EtOH_DGML_1-8_20X,Iba1,MGD56,43,M,VEH,EtOH,DGML,1-8,20X,13,232037.39331629,5.602545268330829e-5
Iba1_MGD56_45_M_VEH_CON_DGML_1-10_20X,Iba1,MGD56,45,M,VEH,CON,DGML,1-10,20X,11,232037.39331629,4.740615227049163e-5
Iba1_MGD56_45_M_VEH_CON_DGML_1-11_20X,Iba1,MGD56,45,M,VEH,CON,DGML,1-11,20X,12,232037.39331629,5.171580247689996e-5
Iba1_MGD56_45_M_VEH_CON_DGML_1-9_20X,Iba1,MGD56,45,M,VEH,CON,DGML,1-9,20X,30,232037.39331629,1.292895061922499e-4
Iba1_MGD56_45_M_VEH_CON_Rhinal_1-10_20X,Iba1,MGD56,45,M,VEH,CON,Rhinal,1-10,20X,54,232037.39331629,2.3272111114604983e-4
Iba1_MGD56_45_M_VEH_CON_Rhinal_1-11_20X,Iba1,MGD56,45,M,VEH,CON,Rhinal,1-11,20X,32,232037.39331629,1.3790880660506655e-4
Iba1_MGD56_45_M_VEH_CON_Rhinal_1-12_20X,Iba1,MGD56,45,M,VEH,CON,Rhinal,1-12,20X,46,232037.39331629,1.982439094947832e-4
Iba1_MGD56_45_M_VEH_CON_Rhinal_2-1_20X,Iba1,MGD56,45,M,VEH,CON,Rhinal,2-1,20X,35,232037.39331629,1.5083775722429154e-4
Iba1_MGD56_45_M_VEH_CON_Rhinal_2-2_20X,Iba1,MGD56,45,M,VEH,CON,Rhinal,2-2,20X,54,232037.39331629,2.3272111114604983e-4
Iba1_MGD56_45_M_VEH_CON_Rhinal_2-3_20X,Iba1,MGD56,45,M,VEH,CON,Rhinal,2-3,20X,37,232037.39331629,1.594570576371082e-4
Iba1_MGD56_45_M_VEH_CON_Rhinal_2-4_20X,Iba1,MGD56,45,M,VEH,CON,Rhinal,2-4,20X,44,232037.39331629,1.8962460908196653e-4
Iba1_MGD56_45_M_VEH_CON_Rhinal_2-6_20X,Iba1,MGD56,45,M,VEH,CON,Rhinal,2-6,20X,40,232037.39331629,1.7238600825633318e-4
Iba1_MGD56_45_M_VEH_CON_Rhinal_2-7_20X,Iba1,MGD56,45,M,VEH,CON,Rhinal,2-7,20X,38,232037.39331629,1.6376670784351652e-4
Iba1_MGD56_46_M_VEH_CON_DGML_1-12_20X,Iba1,MGD56,46,M,VEH,CON,DGML,1-12,20X,44,232037.39331629,1.8962460908196653e-4
Iba1_MGD56_46_M_VEH_CON_DGML_1-13_20X,Iba1,MGD56,46,M,VEH,CON,DGML,1-13,20X,25,232037.39331629,1.0774125516020825e-4
Iba1_MGD56_46_M_VEH_CON_DGML_1-14_20X,Iba1,MGD56,46,M,VEH,CON,DGML,1-14,20X,35,232037.39331629,1.5083775722429154e-4
Iba1_MGD56_46_M_VEH_CON_DGML_2-1_20X,Iba1,MGD56,46,M,VEH,CON,DGML,2-1,20X,30,232037.39331629,1.292895061922499e-4
Iba1_MGD56_46_M_VEH_CON_DGML_2-2_20X,Iba1,MGD56,46,M,VEH,CON,DGML,2-2,20X,35,232037.39331629,1.5083775722429154e-4
Iba1_MGD56_46_M_VEH_CON_Rhinal_1-13_20X,Iba1,MGD56,46,M,VEH,CON,Rhinal,1-13,20X,23,232037.39331629,9.91219547473916e-5
Iba1_MGD56_46_M_VEH_CON_Rhinal_1-14_20X,Iba1,MGD56,46,M,VEH,CON,Rhinal,1-14,20X,26,232037.39331629,1.1205090536661658e-4
Iba1_MGD56_46_M_VEH_CON_Rhinal_2-1_20X,Iba1,MGD56,46,M,VEH,CON,Rhinal,2-1,20X,46,232037.39331629,1.982439094947832e-4
Iba1_MGD56_46_M_VEH_CON_Rhinal_2-2_20X,Iba1,MGD56,46,M,VEH,CON,Rhinal,2-2,20X,38,232037.39331629,1.6376670784351652e-4
Iba1_MGD56_47_F_VEH_EtOH_DGML_1-8_20X,Iba1,MGD56,47,F,VEH,EtOH,DGML,1-8,20X,21,232037.39331629,9.050265433457494e-5
Iba1_MGD56_47_F_VEH_EtOH_DGML_1-9_20X,Iba1,MGD56,47,F,VEH,EtOH,DGML,1-9,20X,23,232037.39331629,9.91219547473916e-5
Iba1_MGD56_47_F_VEH_EtOH_Rhinal_1-8_20X,Iba1,MGD56,47,F,VEH,EtOH,Rhinal,1-8,20X,20,232037.39331629,8.619300412816659e-5
Iba1_MGD56_47_F_VEH_EtOH_Rhinal_1-9_20X,Iba1,MGD56,47,F,VEH,EtOH,Rhinal,1-9,20X,20,232037.39331629,8.619300412816659e-5
Iba1_MGD56_48_F_VEH_EtOH_DGML_1-7_20X,Iba1,MGD56,48,F,VEH,EtOH,DGML,1-7,20X,11,232037.39331629,4.740615227049163e-5
Iba1_MGD56_48_F_VEH_EtOH_DGML_1-8_20X,Iba1,MGD56,48,F,VEH,EtOH,DGML,1-8,20X,10,232037.39331629,4.3096502064083296e-5
Iba1_MGD56_48_F_VEH_EtOH_DGML_1-9_20X,Iba1,MGD56,48,F,VEH,EtOH,DGML,1-9,20X,13,232037.39331629,5.602545268330829e-5
Iba1_MGD56_48_F_VEH_EtOH_Rhinal_1-7_20X,Iba1,MGD56,48,F,VEH,EtOH,Rhinal,1-7,20X,19,232037.39331629,8.188335392175826e-5
Iba1_MGD56_48_F_VEH_EtOH_Rhinal_1-8_20X,Iba1,MGD56,48,F,VEH,EtOH,Rhinal,1-8,20X,23,232037.39331629,9.91219547473916e-5
Iba1_MGD56_48_F_VEH_EtOH_Rhinal_1-9_20X,Iba1,MGD56,48,F,VEH,EtOH,Rhinal,1-9,20X,22,232037.39331629,9.481230454098326e-5
Iba1_MGD56_49_M_VEH_CON_DGML_1-10_20X,Iba1,MGD56,49,M,VEH,CON,DGML,1-10,20X,19,232037.39331629,8.188335392175826e-5
Iba1_MGD56_49_M_VEH_CON_DGML_1-8_20X,Iba1,MGD56,49,M,VEH,CON,DGML,1-8,20X,42,232037.39331629,1.8100530866914987e-4
Iba1_MGD56_49_M_VEH_CON_Rhinal_1-11_20X,Iba1,MGD56,49,M,VEH,CON,Rhinal,1-11,20X,49,232037.39331629,2.1117286011400818e-4
Iba1_MGD56_49_M_VEH_CON_Rhinal_1-12_20X,Iba1,MGD56,49,M,VEH,CON,Rhinal,1-12,20X,42,232037.39331629,1.8100530866914987e-4
Iba1_MGD56_53_F_PLX_CON_DGML_1-11_20X,Iba1,MGD56,53,F,PLX,CON,DGML,1-11,20X,3,232037.39331629,1.292895061922499e-5
Iba1_MGD56_53_F_PLX_CON_DGML_1-9_20X,Iba1,MGD56,53,F,PLX,CON,DGML,1-9,20X,1,232037.39331629,4.30965020640833e-6
Iba1_MGD56_53_F_PLX_CON_Rhinal_1-10_20X,Iba1,MGD56,53,F,PLX,CON,Rhinal,1-10,20X,1,232037.39331629,4.30965020640833e-6
Iba1_MGD56_53_F_PLX_CON_Rhinal_1-8_20X,Iba1,MGD56,53,F,PLX,CON,Rhinal,1-8,20X,2,232037.39331629,8.61930041281666e-6
Iba1_MGD56_54_F_PLX_CON_DGML_1-1_20X,Iba1,MGD56,54,F,PLX,CON,DGML,1-1,20X,2,232037.39331629,8.61930041281666e-6
Iba1_MGD56_54_F_PLX_CON_DGML_1-4_20X,Iba1,MGD56,54,F,PLX,CON,DGML,1-4,20X,1,232037.39331629,4.30965020640833e-6
Iba1_MGD56_55_F_VEH_CON_DGML_1-10_20X,Iba1,MGD56,55,F,VEH,CON,DGML,1-10,20X,29,232037.39331629,1.2497985598584156e-4
Iba1_MGD56_55_F_VEH_CON_DGML_1-6_20X,Iba1,MGD56,55,F,VEH,CON,DGML,1-6,20X,47,232037.39331629,2.0255355970119152e-4
Iba1_MGD56_55_F_VEH_CON_DGML_1-7_20X,Iba1,MGD56,55,F,VEH,CON,DGML,1-7,20X,28,232037.39331629,1.2067020577943324e-4
Iba1_MGD56_55_F_VEH_CON_DGML_1-8_20X,Iba1,MGD56,55,F,VEH,CON,DGML,1-8,20X,16,232037.39331629,6.895440330253327e-5
Iba1_MGD56_55_F_VEH_CON_DGML_1-9_20X,Iba1,MGD56,55,F,VEH,CON,DGML,1-9,20X,38,232037.39331629,1.6376670784351652e-4
Iba1_MGD56_55_F_VEH_CON_Rhinal_1-10_20X,Iba1,MGD56,55,F,VEH,CON,Rhinal,1-10,20X,10,232037.39331629,4.3096502064083296e-5
Iba1_MGD56_55_F_VEH_CON_Rhinal_1-7_20X,Iba1,MGD56,55,F,VEH,CON,Rhinal,1-7,20X,47,232037.39331629,2.0255355970119152e-4
Iba1_MGD56_55_F_VEH_CON_Rhinal_1-8_20X,Iba1,MGD56,55,F,VEH,CON,Rhinal,1-8,20X,14,232037.39331629,6.033510288971662e-5
Iba1_MGD56_55_F_VEH_CON_Rhinal_1-9_20X,Iba1,MGD56,55,F,VEH,CON,Rhinal,1-9,20X,51,232037.39331629,2.1979216052682484e-4
Iba1_MGD56_56_F_VEH_CON_DGML_1-8_20X,Iba1,MGD56,56,F,VEH,CON,DGML,1-8,20X,39,232037.39331629,1.6807635804992485e-4
Iba1_MGD56_56_F_VEH_CON_DGML_1-9_20X,Iba1,MGD56,56,F,VEH,CON,DGML,1-9,20X,37,232037.39331629,1.594570576371082e-4
Iba1_MGD56_56_F_VEH_CON_Rhinal_1-8_20X,Iba1,MGD56,56,F,VEH,CON,Rhinal,1-8,20X,37,232037.39331629,1.594570576371082e-4
Iba1_MGD56_56_F_VEH_CON_Rhinal_1-9_20X,Iba1,MGD56,56,F,VEH,CON,Rhinal,1-9,20X,53,232037.39331629,2.284114609396415e-4
Iba1_MGD56_57_M_VEH_CON_DGML_2-1_20X,Iba1,MGD56,57,M,VEH,CON,DGML,2-1,20X,45,232037.39331629,1.9393425928837486e-4
Iba1_MGD56_58_M_VEH_CON_DGML_1-11_20X,Iba1,MGD56,58,M,VEH,CON,DGML,1-11,20X,32,232037.39331629,1.3790880660506655e-4
Iba1_MGD56_58_M_VEH_CON_DGML_1-12_20X,Iba1,MGD56,58,M,VEH,CON,DGML,1-12,20X,45,232037.39331629,1.9393425928837486e-4
Iba1_MGD56_58_M_VEH_CON_DGML_1-13_20X,Iba1,MGD56,58,M,VEH,CON,DGML,1-13,20X,29,232037.39331629,1.2497985598584156e-4
Iba1_MGD56_58_M_VEH_CON_DGML_1-14_20X,Iba1,MGD56,58,M,VEH,CON,DGML,1-14,20X,31,232037.39331629,1.3359915639865822e-4
Iba1_MGD56_58_M_VEH_CON_DGML_2-1_20X,Iba1,MGD56,58,M,VEH,CON,DGML,2-1,20X,38,232037.39331629,1.6376670784351652e-4
Iba1_MGD56_58_M_VEH_CON_DGML_2-2_20X,Iba1,MGD56,58,M,VEH,CON,DGML,2-2,20X,43,232037.39331629,1.853149588755582e-4
Iba1_MGD56_58_M_VEH_CON_Rhinal_1-13_20X,Iba1,MGD56,58,M,VEH,CON,Rhinal,1-13,20X,68,232037.39331629,2.930562140357664e-4
Iba1_MGD56_58_M_VEH_CON_Rhinal_1-14_20X,Iba1,MGD56,58,M,VEH,CON,Rhinal,1-14,20X,52,232037.39331629,2.2410181073323317e-4
Iba1_MGD56_58_M_VEH_CON_Rhinal_2-2_20X,Iba1,MGD56,58,M,VEH,CON,Rhinal,2-2,20X,23,232037.39331629,9.91219547473916e-5
Iba1_MGD56_59_F_VEH_EtOH_DGML_1-7_20X,Iba1,MGD56,59,F,VEH,EtOH,DGML,1-7,20X,31,232037.39331629,1.3359915639865822e-4
Iba1_MGD56_59_F_VEH_EtOH_Rhinal_1-10_20X,Iba1,MGD56,59,F,VEH,EtOH,Rhinal,1-10,20X,47,232037.39331629,2.0255355970119152e-4
Iba1_MGD56_59_F_VEH_EtOH_Rhinal_1-8_20X,Iba1,MGD56,59,F,VEH,EtOH,Rhinal,1-8,20X,37,232037.39331629,1.594570576371082e-4
Iba1_MGD56_59_F_VEH_EtOH_dHippo_1-10_20X,Iba1,MGD56,59,F,VEH,EtOH,dHippo,1-10,20X,24,232037.39331629,1.0343160495379992e-4
Iba1_MGD56_63_F_PLX_EtOH_DGML_1-10_20X,Iba1,MGD56,63,F,PLX,EtOH,DGML,1-10,20X,3,232037.39331629,1.292895061922499e-5
Iba1_MGD56_63_F_PLX_EtOH_DGML_1-6_20X,Iba1,MGD56,63,F,PLX,EtOH,DGML,1-6,20X,1,232037.39331629,4.30965020640833e-6
Iba1_MGD56_63_F_PLX_EtOH_DGML_1-7_20X,Iba1,MGD56,63,F,PLX,EtOH,DGML,1-7,20X,3,232037.39331629,1.292895061922499e-5
Iba1_MGD56_63_F_PLX_EtOH_DGML_1-8_20X,Iba1,MGD56,63,F,PLX,EtOH,DGML,1-8,20X,1,232037.39331629,4.30965020640833e-6
Iba1_MGD56_63_F_PLX_EtOH_DGML_1-9_20X,Iba1,MGD56,63,F,PLX,EtOH,DGML,1-9,20X,6,232037.39331629,2.585790123844998e-5
Iba1_MGD56_63_F_PLX_EtOH_Rhinal_1-9_20X,Iba1,MGD56,63,F,PLX,EtOH,Rhinal,1-9,20X,1,232037.39331629,4.30965020640833e-6
Iba1_MGD56_66_M_PLX_EtOH_DGML_1-11_20X,Iba1,MGD56,66,M,PLX,EtOH,DGML,1-11,20X,2,232037.39331629,8.61930041281666e-6
Iba1_MGD56_66_M_PLX_EtOH_DGML_1-13_20X,Iba1,MGD56,66,M,PLX,EtOH,DGML,1-13,20X,2,232037.39331629,8.61930041281666e-6
Iba1_MGD56_66_M_PLX_EtOH_DGML_2-5_20X,Iba1,MGD56,66,M,PLX,EtOH,DGML,2-5,20X,1,232037.39331629,4.30965020640833e-6
Iba1_MGD56_69_M_VEH_EtOH_DGML_1-10_20X,Iba1,MGD56,69,M,VEH,EtOH,DGML,1-10,20X,31,232037.39331629,1.3359915639865822e-4
Iba1_MGD56_69_M_VEH_EtOH_DGML_1-11_20X,Iba1,MGD56,69,M,VEH,EtOH,DGML,1-11,20X,37,232037.39331629,1.594570576371082e-4
Iba1_MGD56_69_M_VEH_EtOH_DGML_1-8_20X,Iba1,MGD56,69,M,VEH,EtOH,DGML,1-8,20X,31,232037.39331629,1.3359915639865822e-4
Iba1_MGD56_69_M_VEH_EtOH_DGML_1-9_20X,Iba1,MGD56,69,M,VEH,EtOH,DGML,1-9,20X,32,232037.39331629,1.3790880660506655e-4
Iba1_MGD56_69_M_VEH_EtOH_Rhinal_1-10_20X,Iba1,MGD56,69,M,VEH,EtOH,Rhinal,1-10,20X,38,232037.39331629,1.6376670784351652e-4
Iba1_MGD56_69_M_VEH_EtOH_Rhinal_1-9_20X,Iba1,MGD56,69,M,VEH,EtOH,Rhinal,1-9,20X,51,232037.39331629,2.1979216052682484e-4
Iba1_MGD56_70_M_VEH_EtOH_DGML_1-12_20X,Iba1,MGD56,70,M,VEH,EtOH,DGML,1-12,20X,41,232037.39331629,1.7669565846274151e-4
Iba1_MGD56_70_M_VEH_EtOH_DGML_1-13_20X,Iba1,MGD56,70,M,VEH,EtOH,DGML,1-13,20X,28,232037.39331629,1.2067020577943324e-4
Iba1_MGD56_70_M_VEH_EtOH_DGML_2-1_20X,Iba1,MGD56,70,M,VEH,EtOH,DGML,2-1,20X,33,232037.39331629,1.4221845681147488e-4
Iba1_MGD56_70_M_VEH_EtOH_DGML_2-2_20X,Iba1,MGD56,70,M,VEH,EtOH,DGML,2-2,20X,18,232037.39331629,7.757370371534993e-5
Iba1_MGD56_70_M_VEH_EtOH_Rhinal_1-13_20X,Iba1,MGD56,70,M,VEH,EtOH,Rhinal,1-13,20X,43,232037.39331629,1.853149588755582e-4
Iba1_MGD56_70_M_VEH_EtOH_Rhinal_2-1_20X,Iba1,MGD56,70,M,VEH,EtOH,Rhinal,2-1,20X,44,232037.39331629,1.8962460908196653e-4
Iba1_MGD56_70_M_VEH_EtOH_Rhinal_2-2_20X,Iba1,MGD56,70,M,VEH,EtOH,Rhinal,2-2,20X,54,232037.39331629,2.3272111114604983e-4
Iba1_MGD56_71_F_PLX_EtOH_DGML_1-11_20X,Iba1,MGD56,71,F,PLX,EtOH,DGML,1-11,20X,1,232037.39331629,4.30965020640833e-6
Iba1_MGD56_71_F_PLX_EtOH_DGML_1-12_20X,Iba1,MGD56,71,F,PLX,EtOH,DGML,1-12,20X,3,232037.39331629,1.292895061922499e-5
Iba1_MGD56_72_F_PLX_EtOH_DGML_1-10_20X,Iba1,MGD56,72,F,PLX,EtOH,DGML,1-10,20X,5,232037.39331629,2.1548251032041648e-5
Iba1_MGD56_72_F_PLX_EtOH_DGML_1-11_20X,Iba1,MGD56,72,F,PLX,EtOH,DGML,1-11,20X,2,232037.39331629,8.61930041281666e-6
Iba1_MGD56_72_F_PLX_EtOH_DGML_1-12_20X,Iba1,MGD56,72,F,PLX,EtOH,DGML,1-12,20X,2,232037.39331629,8.61930041281666e-6
Iba1_MGD56_72_F_PLX_EtOH_DGML_2-1_20X,Iba1,MGD56,72,F,PLX,EtOH,DGML,2-1,20X,1,232037.39331629,4.30965020640833e-6
Iba1_MGD56_72_F_PLX_EtOH_Rhinal_1-11_20X,Iba1,MGD56,72,F,PLX,EtOH,Rhinal,1-11,20X,1,232037.39331629,4.30965020640833e-6
Iba1_MGD56_72_F_PLX_EtOH_Rhinal_1-12_20X,Iba1,MGD56,72,F,PLX,EtOH,Rhinal,1-12,20X,3,232037.39331629,1.292895061922499e-5
Iba1_MGD56_74_M_PLX_CON_DGML_1-10_20X,Iba1,MGD56,74,M,PLX,CON,DGML,1-10,20X,1,232037.39331629,4.30965020640833e-6
Iba1_MGD56_74_M_PLX_CON_DGML_2-2_20X,Iba1,MGD56,74,M,PLX,CON,DGML,2-2,20X,4,232037.39331629,1.723860082563332e-5
Iba1_MGD56_74_M_PLX_CON_Rhinal_2-2_20X,Iba1,MGD56,74,M,PLX,CON,Rhinal,2-2,20X,1,232037.39331629,4.30965020640833e-6
Iba1_MGD56_75_F_VEH_EtOH_DGML_1-10_20X,Iba1,MGD56,75,F,VEH,EtOH,DGML,1-10,20X,22,232037.39331629,9.481230454098326e-5
Iba1_MGD56_75_F_VEH_EtOH_DGML_1-11_20X,Iba1,MGD56,75,F,VEH,EtOH,DGML,1-11,20X,30,232037.39331629,1.292895061922499e-4
Iba1_MGD56_75_F_VEH_EtOH_DGML_1-12_20X,Iba1,MGD56,75,F,VEH,EtOH,DGML,1-12,20X,33,232037.39331629,1.4221845681147488e-4
Iba1_MGD56_75_F_VEH_EtOH_Rhinal_1-10_20X,Iba1,MGD56,75,F,VEH,EtOH,Rhinal,1-10,20X,33,232037.39331629,1.4221845681147488e-4
Iba1_MGD56_75_F_VEH_EtOH_Rhinal_1-11_20X,Iba1,MGD56,75,F,VEH,EtOH,Rhinal,1-11,20X,30,232037.39331629,1.292895061922499e-4
Iba1_MGD56_75_F_VEH_EtOH_Rhinal_1-12_20X,Iba1,MGD56,75,F,VEH,EtOH,Rhinal,1-12,20X,34,232037.39331629,1.465281070178832e-4
Iba1_MGD56_76_F_VEH_EtOH_DGML_1-10_20X,Iba1,MGD56,76,F,VEH,EtOH,DGML,1-10,20X,32,232037.39331629,1.3790880660506655e-4
Iba1_MGD56_76_F_VEH_EtOH_DGML_1-8_20X,Iba1,MGD56,76,F,VEH,EtOH,DGML,1-8,20X,19,232037.39331629,8.188335392175826e-5
Iba1_MGD56_76_F_VEH_EtOH_DGML_1-9_20X,Iba1,MGD56,76,F,VEH,EtOH,DGML,1-9,20X,29,232037.39331629,1.2497985598584156e-4
Iba1_MGD56_76_F_VEH_EtOH_DGML_2-1_20X,Iba1,MGD56,76,F,VEH,EtOH,DGML,2-1,20X,26,232037.39331629,1.1205090536661658e-4
Iba1_MGD56_76_F_VEH_EtOH_DGML_2-2_20X,Iba1,MGD56,76,F,VEH,EtOH,DGML,2-2,20X,18,232037.39331629,7.757370371534993e-5
Iba1_MGD56_76_F_VEH_EtOH_Rhinal_1-10_20X,Iba1,MGD56,76,F,VEH,EtOH,Rhinal,1-10,20X,33,232037.39331629,1.4221845681147488e-4
Iba1_MGD56_76_F_VEH_EtOH_Rhinal_2-2_20X,Iba1,MGD56,76,F,VEH,EtOH,Rhinal,2-2,20X,39,232037.39331629,1.6807635804992485e-4
Iba1_MGD56_77_F_PLX_CON_DGML_2-1_20X,Iba1,MGD56,77,F,PLX,CON,DGML,2-1,20X,1,232037.39331629,4.30965020640833e-6
Iba1_MGD56_79_F_VEH_CON_DGML_1-10_20X,Iba1,MGD56,79,F,VEH,CON,DGML,1-10,20X,11,232037.39331629,4.740615227049163e-5
Iba1_MGD56_79_F_VEH_CON_DGML_1-11_20X,Iba1,MGD56,79,F,VEH,CON,DGML,1-11,20X,32,232037.39331629,1.3790880660506655e-4
Iba1_MGD56_79_F_VEH_CON_DGML_1-12_20X,Iba1,MGD56,79,F,VEH,CON,DGML,1-12,20X,11,232037.39331629,4.740615227049163e-5
Iba1_MGD56_79_F_VEH_CON_DGML_1-13_20X,Iba1,MGD56,79,F,VEH,CON,DGML,1-13,20X,31,232037.39331629,1.3359915639865822e-4
Iba1_MGD56_79_F_VEH_CON_DGML_1-9_20X,Iba1,MGD56,79,F,VEH,CON,DGML,1-9,20X,49,232037.39331629,2.1117286011400818e-4
Iba1_MGD56_79_F_VEH_CON_Rhinal_1-10_20X,Iba1,MGD56,79,F,VEH,CON,Rhinal,1-10,20X,55,232037.39331629,2.3703076135245816e-4
Iba1_MGD56_79_F_VEH_CON_Rhinal_1-11_20X,Iba1,MGD56,79,F,VEH,CON,Rhinal,1-11,20X,49,232037.39331629,2.1117286011400818e-4
Iba1_MGD56_79_F_VEH_CON_Rhinal_1-12_20X,Iba1,MGD56,79,F,VEH,CON,Rhinal,1-12,20X,63,232037.39331629,2.7150796300372477e-4
Iba1_MGD56_79_F_VEH_CON_Rhinal_1-13_20X,Iba1,MGD56,79,F,VEH,CON,Rhinal,1-13,20X,57,232037.39331629,2.456500617652748e-4
Iba1_MGD56_80_F_VEH_CON_DGML_1-11_20X,Iba1,MGD56,80,F,VEH,CON,DGML,1-11,20X,36,232037.39331629,1.5514740743069987e-4
Iba1_MGD56_80_F_VEH_CON_DGML_1-12_20X,Iba1,MGD56,80,F,VEH,CON,DGML,1-12,20X,39,232037.39331629,1.6807635804992485e-4
Iba1_MGD56_80_F_VEH_CON_DGML_2-1_20X,Iba1,MGD56,80,F,VEH,CON,DGML,2-1,20X,44,232037.39331629,1.8962460908196653e-4
Iba1_MGD56_80_F_VEH_CON_DGML_2-4_20X,Iba1,MGD56,80,F,VEH,CON,DGML,2-4,20X,49,232037.39331629,2.1117286011400818e-4
Iba1_MGD56_80_F_VEH_CON_Rhinal_1-12_20X,Iba1,MGD56,80,F,VEH,CON,Rhinal,1-12,20X,53,232037.39331629,2.284114609396415e-4
Iba1_MGD56_80_F_VEH_CON_Rhinal_2-1_20X,Iba1,MGD56,80,F,VEH,CON,Rhinal,2-1,20X,57,232037.39331629,2.456500617652748e-4
Iba1_MGD56_80_F_VEH_CON_Rhinal_2-4_20X,Iba1,MGD56,80,F,VEH,CON,Rhinal,2-4,20X,47,232037.39331629,2.0255355970119152e-4
Iba1_MGD56_81_M_PLX_EtOH_DGML_1-11_20X,Iba1,MGD56,81,M,PLX,EtOH,DGML,1-11,20X,5,232037.39331629,2.1548251032041648e-5
Iba1_MGD56_81_M_PLX_EtOH_DGML_1-12_20X,Iba1,MGD56,81,M,PLX,EtOH,DGML,1-12,20X,3,232037.39331629,1.292895061922499e-5
Iba1_MGD56_81_M_PLX_EtOH_DGML_2-1_20X,Iba1,MGD56,81,M,PLX,EtOH,DGML,2-1,20X,2,232037.39331629,8.61930041281666e-6
Iba1_MGD56_81_M_PLX_EtOH_Rhinal_1-11_20X,Iba1,MGD56,81,M,PLX,EtOH,Rhinal,1-11,20X,3,232037.39331629,1.292895061922499e-5
Iba1_MGD56_81_M_PLX_EtOH_Rhinal_1-12_20X,Iba1,MGD56,81,M,PLX,EtOH,Rhinal,1-12,20X,4,232037.39331629,1.723860082563332e-5
Iba1_MGD56_81_M_PLX_EtOH_Rhinal_2-1_20X,Iba1,MGD56,81,M,PLX,EtOH,Rhinal,2-1,20X,3,232037.39331629,1.292895061922499e-5
