contrast,Sex,estimate,SE,df,t.ratio,p.value,p.adj,p<.05
PLX CON - VEH CON,F,-29.949206349206342,4.427993735749578,45,-6.763606304907405,2.28615491235416e-8,1.828923929883328e-7,****
PLX CON - PLX EtOH,F,-0.6630952380952375,4.888372723967248,45,-0.13564743842959062,0.8927049879950576,1,ns
VEH CON - VEH EtOH,F,3.1840277777777923,4.269485015725572,45,0.745763895657258,0.45968808560225394,1,ns
PLX EtOH - VEH EtOH,F,-26.10208333333331,4.745267291111707,45,-5.500656070991987,1.7096076347909774e-6,1.367686107832782e-5,****
PLX CON - VEH CON,M,-26.40208333333333,5.380627352918879,45,-4.90687825073237,1.2535022911297796e-5,1.0028018329038237e-4,***
PLX CON - PLX EtOH,M,0.5916666666666659,6.213013301233558,45,0.09523022694144143,0.9245547714178057,1,ns
VEH CON - VEH EtOH,M,4.615178571428573,4.547460100428027,45,1.014891493164321,0.31558343284643486,1,ns
PLX EtOH - VEH EtOH,M,-22.37857142857142,5.507247673322051,45,-4.063476486989433,1.9134908378987144e-4,0.0015307926703189716,**
